data_hora,id_veiculo,linha,latitude,longitude,numero_passageiros,tempo_viagem_minutos,hora,horario_pico,situacao
2024-03-08 07:30:00,Ônibus 13,Linha 404,-23.558611,-46.669749,37,87,7,1,Rapida
2024-03-24 23:16:00,Ônibus 8,Linha 505,-23.555179,-46.64249,26,19,23,0,Lenta
2024-03-06 07:33:00,Ônibus 10,Linha 505,-23.568356,-46.651455,27,67,7,0,Lenta
2024-03-06 21:50:00,Ônibus 9,Linha 404,-23.593631,-46.656555,32,52,21,1,Rapida
2024-03-04 08:55:00,Ônibus 10,Linha 202,-23.57721,-46.632004,4,89,8,0,Lenta
2024-03-03 01:38:00,Ônibus 24,Linha 505,-23.568609,-46.631703,3,34,1,0,Lenta
2024-03-15 12:02:00,Ônibus 23,Linha 505,-23.587212,-46.651599,5,43,12,0,Lenta
2024-03-18 20:29:00,Ônibus 17,Linha 303,-23.556941,-46.65524,36,30,20,1,Rapida
2024-03-27 04:23:00,Ônibus 15,Linha 303,-23.56815,-46.678299,29,30,4,0,Lenta
2024-03-23 12:54:00,Ônibus 25,Linha 202,-23.560876,-46.643323,8,18,12,0,Lenta
2024-03-02 01:48:00,Ônibus 30,Linha 505,-23.567087,-46.647479,7,21,1,0,Lenta
2024-03-09 18:30:00,Ônibus 26,Linha 101,-23.58035,-46.654207,24,47,18,0,Lenta
2024-03-04 04:19:00,Ônibus 15,Linha 101,-23.565892,-46.642534,6,62,4,0,Lenta
2024-03-16 01:05:00,Ônibus 9,Linha 404,-23.59619,-46.654822,22,75,1,0,Lenta
2024-03-26 09:32:00,Ônibus 13,Linha 101,-23.568099,-46.630237,30,17,9,1,Rapida
2024-03-06 12:47:00,Ônibus 11,Linha 303,-23.59495,-46.674296,16,69,12,0,Lenta
2024-03-05 13:18:00,Ônibus 27,Linha 303,-23.57526,-46.637256,8,25,13,0,Lenta
2024-03-12 06:33:00,Ônibus 18,Linha 202,-23.554753,-46.651594,39,42,6,1,Rapida
2024-03-21 15:24:00,Ônibus 21,Linha 303,-23.565045,-46.655896,7,89,15,0,Lenta
2024-03-21 08:18:00,Ônibus 14,Linha 101,-23.577915,-46.660485,36,32,8,1,Rapida
2024-03-28 19:09:00,Ônibus 29,Linha 303,-23.560591,-46.674028,28,45,19,0,Lenta
2024-03-02 17:02:00,Ônibus 25,Linha 303,-23.58997,-46.657722,9,10,17,0,Lenta
2024-03-31 01:52:00,Ônibus 6,Linha 404,-23.560528,-46.678356,6,66,1,0,Lenta
2024-03-16 00:23:00,Ônibus 21,Linha 404,-23.597572,-46.668148,34,83,0,1,Rapida
2024-03-04 14:55:00,Ônibus 16,Linha 101,-23.59973,-46.651019,11,41,14,0,Lenta
2024-03-27 23:26:00,Ônibus 24,Linha 303,-23.580054,-46.671243,30,23,23,1,Rapida
2024-03-29 21:17:00,Ônibus 7,Linha 303,-23.593891,-46.669513,11,55,21,0,Lenta
2024-03-15 18:42:00,Ônibus 24,Linha 101,-23.572416,-46.640915,3,89,18,0,Lenta
2024-03-31 03:27:00,Ônibus 12,Linha 404,-23.564321,-46.65417,13,40,3,0,Lenta
2024-03-25 12:34:00,Ônibus 5,Linha 404,-23.558089,-46.676603,17,56,12,0,Lenta
2024-03-13 11:36:00,Ônibus 28,Linha 101,-23.573658,-46.659251,13,85,11,0,Lenta
2024-03-24 21:25:00,Ônibus 25,Linha 303,-23.563805,-46.630604,6,89,21,0,Lenta
2024-03-25 21:11:00,Ônibus 25,Linha 303,-23.59736,-46.643694,28,13,21,0,Lenta
2024-03-30 22:21:00,Ônibus 11,Linha 202,-23.558217,-46.650777,39,68,22,1,Rapida
2024-03-29 22:36:00,Ônibus 17,Linha 505,-23.587388,-46.653309,14,53,22,0,Lenta
2024-03-16 03:01:00,Ônibus 26,Linha 505,-23.569602,-46.667652,18,65,3,0,Lenta
2024-03-23 18:35:00,Ônibus 3,Linha 303,-23.587757,-46.638643,19,51,18,0,Lenta
2024-03-15 14:22:00,Ônibus 18,Linha 505,-23.593326,-46.644596,39,51,14,1,Rapida
2024-03-14 13:06:00,Ônibus 5,Linha 101,-23.595265,-46.670135,24,43,13,0,Lenta
2024-03-06 21:04:00,Ônibus 1,Linha 101,-23.577726,-46.654985,14,39,21,0,Lenta
2024-03-11 17:31:00,Ônibus 2,Linha 404,-23.59574,-46.653616,35,16,17,1,Rapida
2024-03-25 04:36:00,Ônibus 16,Linha 101,-23.586808,-46.635843,38,15,4,1,Rapida
2024-03-15 05:53:00,Ônibus 15,Linha 505,-23.558731,-46.652618,20,75,5,0,Lenta
2024-03-10 20:21:00,Ônibus 23,Linha 202,-23.585719,-46.654474,24,70,20,0,Lenta
2024-03-09 09:38:00,Ônibus 12,Linha 101,-23.59884,-46.636175,15,73,9,0,Lenta
2024-03-19 12:08:00,Ônibus 28,Linha 303,-23.578875,-46.646218,14,86,12,0,Lenta
2024-03-10 18:08:00,Ônibus 9,Linha 303,-23.579274,-46.641635,14,10,18,0,Lenta
2024-03-18 04:18:00,Ônibus 26,Linha 404,-23.570498,-46.657352,2,61,4,0,Lenta
2024-03-07 11:17:00,Ônibus 12,Linha 505,-23.559682,-46.66339,30,33,11,1,Rapida
2024-03-08 19:01:00,Ônibus 19,Linha 303,-23.554247,-46.679573,24,83,19,0,Lenta
2024-03-23 17:39:00,Ônibus 11,Linha 101,-23.585775,-46.639602,16,67,17,0,Lenta
2024-03-09 05:11:00,Ônibus 27,Linha 404,-23.577893,-46.642006,30,65,5,1,Rapida
2024-03-13 00:55:00,Ônibus 1,Linha 101,-23.576989,-46.642998,12,61,0,0,Lenta
2024-03-18 00:13:00,Ônibus 23,Linha 101,-23.581892,-46.634028,24,84,0,0,Lenta
2024-03-14 05:36:00,Ônibus 17,Linha 505,-23.572583,-46.673929,23,33,5,0,Lenta
2024-03-13 20:26:00,Ônibus 13,Linha 303,-23.577819,-46.666607,7,27,20,0,Lenta
2024-03-08 16:18:00,Ônibus 19,Linha 101,-23.571151,-46.650833,4,32,16,0,Lenta
2024-03-05 22:05:00,Ônibus 6,Linha 404,-23.596101,-46.655717,27,56,22,0,Lenta
2024-03-22 02:01:00,Ônibus 16,Linha 303,-23.572757,-46.646535,14,43,2,0,Lenta
2024-03-11 15:21:00,Ônibus 27,Linha 404,-23.571604,-46.663122,30,67,15,1,Rapida
2024-03-28 12:13:00,Ônibus 7,Linha 303,-23.554459,-46.637532,12,52,12,0,Lenta
2024-03-09 03:09:00,Ônibus 3,Linha 505,-23.568935,-46.668508,1,62,3,0,Lenta
2024-03-21 17:44:00,Ônibus 24,Linha 303,-23.586348,-46.647527,23,89,17,0,Lenta
2024-03-14 21:07:00,Ônibus 29,Linha 404,-23.588316,-46.662853,28,48,21,0,Lenta
2024-03-14 08:17:00,Ônibus 4,Linha 505,-23.580948,-46.645083,16,74,8,0,Lenta
2024-03-13 08:52:00,Ônibus 14,Linha 505,-23.553733,-46.648662,19,18,8,0,Lenta
2024-03-23 12:03:00,Ônibus 1,Linha 101,-23.564389,-46.660198,0,90,12,0,Lenta
2024-03-16 15:54:00,Ônibus 27,Linha 505,-23.577706,-46.653491,29,25,15,0,Lenta
2024-03-18 14:16:00,Ônibus 2,Linha 202,-23.556724,-46.658551,21,29,14,0,Lenta
2024-03-26 20:18:00,Ônibus 16,Linha 101,-23.591699,-46.631143,10,23,20,0,Lenta
2024-03-14 05:06:00,Ônibus 1,Linha 202,-23.558223,-46.635122,8,72,5,0,Lenta
2024-03-25 22:59:00,Ônibus 16,Linha 303,-23.599741,-46.656748,1,32,22,0,Lenta
2024-03-10 18:02:00,Ônibus 16,Linha 404,-23.569104,-46.648641,15,82,18,0,Lenta
2024-03-03 19:37:00,Ônibus 18,Linha 303,-23.593527,-46.634233,29,31,19,0,Lenta
2024-03-10 04:39:00,Ônibus 10,Linha 505,-23.579576,-46.63523,23,13,4,0,Lenta
2024-03-15 10:43:00,Ônibus 16,Linha 404,-23.582852,-46.65817,11,56,10,0,Lenta
2024-03-01 13:52:00,Ônibus 19,Linha 101,-23.573597,-46.641591,37,57,13,1,Rapida
2024-03-28 08:30:00,Ônibus 27,Linha 404,-23.576968,-46.66272,34,48,8,1,Rapida
2024-03-20 13:55:00,Ônibus 24,Linha 505,-23.592639,-46.662378,32,31,13,1,Rapida
2024-03-30 15:55:00,Ônibus 1,Linha 202,-23.554855,-46.665169,36,83,15,1,Rapida
2024-03-01 13:19:00,Ônibus 17,Linha 303,-23.554916,-46.633822,4,87,13,0,Lenta
2024-03-05 21:51:00,Ônibus 19,Linha 101,-23.566137,-46.670664,40,70,21,1,Rapida
2024-03-11 22:12:00,Ônibus 14,Linha 404,-23.562359,-46.644513,19,53,22,0,Lenta
2024-03-04 20:08:00,Ônibus 6,Linha 505,-23.586004,-46.664611,21,45,20,0,Lenta
2024-03-06 22:57:00,Ônibus 7,Linha 404,-23.577433,-46.662049,19,63,22,0,Lenta
2024-03-05 18:12:00,Ônibus 29,Linha 101,-23.565275,-46.663251,30,22,18,1,Rapida
2024-03-04 04:09:00,Ônibus 1,Linha 404,-23.560323,-46.676907,24,56,4,0,Lenta
2024-03-16 23:17:00,Ônibus 19,Linha 404,-23.595446,-46.67909,35,19,23,1,Rapida
2024-03-18 15:56:00,Ônibus 27,Linha 101,-23.564224,-46.67037,13,59,15,0,Lenta
2024-03-10 08:36:00,Ônibus 13,Linha 303,-23.564146,-46.633492,18,49,8,0,Lenta
2024-03-07 06:36:00,Ônibus 26,Linha 505,-23.584207,-46.657377,29,88,6,0,Lenta
2024-03-26 00:21:00,Ônibus 18,Linha 404,-23.581306,-46.648561,19,65,0,0,Lenta
2024-03-20 00:34:00,Ônibus 29,Linha 101,-23.591553,-46.668969,30,72,0,1,Rapida
2024-03-26 01:22:00,Ônibus 1,Linha 303,-23.575053,-46.668014,22,24,1,0,Lenta
2024-03-20 12:34:00,Ônibus 25,Linha 505,-23.564943,-46.637353,10,74,12,0,Lenta
2024-03-27 14:01:00,Ônibus 11,Linha 404,-23.56744,-46.659891,2,83,14,0,Lenta
2024-03-31 00:43:00,Ônibus 18,Linha 404,-23.564256,-46.630307,14,63,0,0,Lenta
2024-03-10 01:33:00,Ônibus 16,Linha 505,-23.575683,-46.645655,0,16,1,0,Lenta
2024-03-12 09:52:00,Ônibus 3,Linha 303,-23.559331,-46.669041,37,17,9,1,Rapida
2024-03-20 17:42:00,Ônibus 14,Linha 404,-23.561863,-46.636204,11,90,17,0,Lenta
2024-03-06 01:20:00,Ônibus 22,Linha 404,-23.560971,-46.671984,22,21,1,0,Lenta
2024-03-05 09:45:00,Ônibus 27,Linha 404,-23.582554,-46.64673,9,20,9,0,Lenta
2024-03-22 01:03:00,Ônibus 18,Linha 404,-23.578575,-46.662088,15,24,1,0,Lenta
2024-03-03 23:23:00,Ônibus 23,Linha 505,-23.590875,-46.63686,15,60,23,0,Lenta
2024-03-29 09:19:00,Ônibus 16,Linha 101,-23.585034,-46.664139,16,56,9,0,Lenta
2024-03-22 20:19:00,Ônibus 6,Linha 404,-23.584364,-46.66859,16,72,20,0,Lenta
2024-03-04 09:53:00,Ônibus 22,Linha 505,-23.575286,-46.661728,40,28,9,1,Rapida
2024-03-24 19:43:00,Ônibus 23,Linha 404,-23.579301,-46.666472,11,19,19,0,Lenta
2024-03-01 15:54:00,Ônibus 22,Linha 505,-23.569497,-46.645499,18,73,15,0,Lenta
2024-03-09 03:33:00,Ônibus 14,Linha 404,-23.559316,-46.650707,3,48,3,0,Lenta
2024-03-11 18:41:00,Ônibus 15,Linha 404,-23.596812,-46.640838,35,37,18,1,Rapida
2024-03-26 16:53:00,Ônibus 4,Linha 202,-23.56787,-46.67743,34,71,16,1,Rapida
2024-03-27 23:00:00,Ônibus 16,Linha 101,-23.591654,-46.666664,5,57,23,0,Lenta
2024-03-14 06:37:00,Ônibus 19,Linha 404,-23.576481,-46.633785,32,46,6,1,Rapida
2024-03-15 00:10:00,Ônibus 29,Linha 303,-23.595878,-46.658282,30,14,0,1,Rapida
2024-03-08 06:18:00,Ônibus 25,Linha 303,-23.596581,-46.660408,39,86,6,1,Rapida
2024-03-04 22:21:00,Ônibus 10,Linha 404,-23.572825,-46.649207,14,55,22,0,Lenta
2024-03-03 08:36:00,Ônibus 30,Linha 404,-23.583797,-46.668179,19,20,8,0,Lenta
2024-03-22 18:59:00,Ônibus 7,Linha 303,-23.592909,-46.632386,4,59,18,0,Lenta
2024-03-06 20:58:00,Ônibus 17,Linha 202,-23.580265,-46.657474,18,59,20,0,Lenta
2024-03-27 19:23:00,Ônibus 25,Linha 303,-23.555137,-46.635423,36,63,19,1,Rapida
2024-03-13 01:20:00,Ônibus 16,Linha 202,-23.568859,-46.675577,1,73,1,0,Lenta
2024-03-10 20:24:00,Ônibus 29,Linha 303,-23.559796,-46.649439,0,36,20,0,Lenta
2024-03-20 01:10:00,Ônibus 14,Linha 303,-23.567909,-46.64468,33,46,1,1,Rapida
2024-03-08 14:10:00,Ônibus 20,Linha 505,-23.572937,-46.662583,10,83,14,0,Lenta
2024-03-05 16:55:00,Ônibus 15,Linha 505,-23.595854,-46.660325,34,42,16,1,Rapida
2024-03-12 19:52:00,Ônibus 8,Linha 303,-23.567125,-46.671377,24,88,19,0,Lenta
2024-03-24 12:05:00,Ônibus 3,Linha 303,-23.558542,-46.673413,26,45,12,0,Lenta
2024-03-12 06:06:00,Ônibus 13,Linha 404,-23.550211,-46.674549,1,87,6,0,Lenta
2024-03-12 13:48:00,Ônibus 20,Linha 404,-23.56351,-46.672229,16,84,13,0,Lenta
2024-03-12 19:26:00,Ônibus 23,Linha 202,-23.586695,-46.630869,36,34,19,1,Rapida
2024-03-21 19:53:00,Ônibus 23,Linha 505,-23.567727,-46.65052,39,29,19,1,Rapida
2024-03-07 03:40:00,Ônibus 2,Linha 101,-23.585526,-46.660445,30,54,3,1,Rapida
2024-03-04 02:18:00,Ônibus 24,Linha 404,-23.591103,-46.634354,3,27,2,0,Lenta
2024-03-24 17:15:00,Ônibus 4,Linha 303,-23.58612,-46.670468,37,44,17,1,Rapida
2024-03-02 09:36:00,Ônibus 2,Linha 404,-23.585003,-46.650136,3,67,9,0,Lenta
2024-03-17 04:40:00,Ônibus 16,Linha 101,-23.589192,-46.651713,25,45,4,0,Lenta
2024-03-20 16:10:00,Ônibus 22,Linha 404,-23.561726,-46.661492,30,49,16,1,Rapida
2024-03-17 05:14:00,Ônibus 4,Linha 101,-23.597268,-46.65651,39,30,5,1,Rapida
2024-03-03 04:32:00,Ônibus 3,Linha 404,-23.585804,-46.642634,23,21,4,0,Lenta
2024-03-21 19:16:00,Ônibus 16,Linha 303,-23.593637,-46.677691,15,70,19,0,Lenta
2024-03-31 00:27:00,Ônibus 10,Linha 101,-23.573116,-46.651619,34,47,0,1,Rapida
2024-03-19 11:34:00,Ônibus 27,Linha 505,-23.566494,-46.678958,35,11,11,1,Rapida
2024-03-10 03:59:00,Ônibus 13,Linha 202,-23.567276,-46.655129,26,62,3,0,Lenta
2024-03-03 08:59:00,Ônibus 16,Linha 202,-23.561655,-46.667145,21,63,8,0,Lenta
2024-03-08 07:17:00,Ônibus 1,Linha 202,-23.559668,-46.659355,11,52,7,0,Lenta
2024-03-21 13:53:00,Ônibus 14,Linha 101,-23.593186,-46.657589,4,24,13,0,Lenta
2024-03-17 15:03:00,Ônibus 14,Linha 303,-23.575123,-46.671333,23,35,15,0,Lenta
2024-03-27 06:51:00,Ônibus 14,Linha 505,-23.589291,-46.633841,37,73,6,1,Rapida
2024-03-05 20:13:00,Ônibus 29,Linha 505,-23.567005,-46.668115,27,47,20,0,Lenta
2024-03-02 01:46:00,Ônibus 20,Linha 101,-23.57554,-46.675306,6,69,1,0,Lenta
2024-03-07 04:42:00,Ônibus 11,Linha 505,-23.562152,-46.669725,33,85,4,1,Rapida
2024-03-12 08:47:00,Ônibus 28,Linha 101,-23.581205,-46.660603,37,29,8,1,Rapida
2024-03-15 18:51:00,Ônibus 2,Linha 404,-23.582531,-46.632119,20,86,18,0,Lenta
2024-03-21 20:05:00,Ônibus 13,Linha 101,-23.55245,-46.638673,21,39,20,0,Lenta
2024-03-20 13:09:00,Ônibus 13,Linha 404,-23.553485,-46.667233,30,44,13,1,Rapida
2024-03-03 23:02:00,Ônibus 6,Linha 101,-23.572395,-46.675298,14,16,23,0,Lenta
2024-03-29 09:37:00,Ônibus 4,Linha 101,-23.564842,-46.632682,23,23,9,0,Lenta
2024-03-07 22:54:00,Ônibus 21,Linha 303,-23.577673,-46.664849,19,10,22,0,Lenta
2024-03-27 09:54:00,Ônibus 22,Linha 202,-23.587711,-46.658902,33,31,9,1,Rapida
2024-03-11 08:04:00,Ônibus 2,Linha 303,-23.557051,-46.678383,7,27,8,0,Lenta
2024-03-20 05:56:00,Ônibus 27,Linha 202,-23.589849,-46.648126,36,38,5,1,Rapida
2024-03-24 02:05:00,Ônibus 2,Linha 505,-23.559961,-46.671551,30,40,2,1,Rapida
2024-03-24 17:12:00,Ônibus 13,Linha 404,-23.556573,-46.632271,6,79,17,0,Lenta
2024-03-02 02:39:00,Ônibus 10,Linha 202,-23.584992,-46.634707,30,36,2,1,Rapida
2024-03-08 04:43:00,Ônibus 30,Linha 505,-23.554951,-46.63457,1,30,4,0,Lenta
2024-03-27 02:57:00,Ônibus 3,Linha 404,-23.556714,-46.65324,2,79,2,0,Lenta
2024-03-14 09:17:00,Ônibus 22,Linha 303,-23.591712,-46.672672,28,19,9,0,Lenta
2024-03-17 11:23:00,Ônibus 25,Linha 505,-23.575029,-46.677173,14,24,11,0,Lenta
2024-03-02 19:48:00,Ônibus 6,Linha 404,-23.576881,-46.641835,35,31,19,1,Rapida
2024-03-16 14:04:00,Ônibus 13,Linha 404,-23.564328,-46.654747,34,52,14,1,Rapida
2024-03-09 11:08:00,Ônibus 1,Linha 505,-23.575954,-46.648239,18,85,11,0,Lenta
2024-03-13 06:56:00,Ônibus 4,Linha 101,-23.563828,-46.640564,29,38,6,0,Lenta
2024-03-26 18:50:00,Ônibus 27,Linha 202,-23.572892,-46.659654,0,83,18,0,Lenta
2024-03-26 16:29:00,Ônibus 10,Linha 505,-23.585679,-46.645306,31,17,16,1,Rapida
2024-03-15 01:16:00,Ônibus 29,Linha 101,-23.58886,-46.671671,23,29,1,0,Lenta
2024-03-06 16:15:00,Ônibus 26,Linha 303,-23.578872,-46.657415,3,45,16,0,Lenta
2024-03-27 18:31:00,Ônibus 10,Linha 101,-23.569238,-46.657226,28,22,18,0,Lenta
2024-03-15 15:10:00,Ônibus 1,Linha 505,-23.592179,-46.660603,29,75,15,0,Lenta
2024-03-01 22:22:00,Ônibus 16,Linha 202,-23.559676,-46.67833,5,57,22,0,Lenta
2024-03-29 13:27:00,Ônibus 12,Linha 202,-23.575436,-46.669458,23,15,13,0,Lenta
2024-03-25 20:49:00,Ônibus 10,Linha 303,-23.57038,-46.666225,25,22,20,0,Lenta
2024-03-05 19:16:00,Ônibus 16,Linha 404,-23.598182,-46.662157,22,32,19,0,Lenta
2024-03-04 18:41:00,Ônibus 20,Linha 101,-23.576819,-46.630284,19,63,18,0,Lenta
2024-03-21 14:40:00,Ônibus 19,Linha 404,-23.58869,-46.636039,15,13,14,0,Lenta
2024-03-24 21:20:00,Ônibus 5,Linha 505,-23.599559,-46.675565,26,48,21,0,Lenta
2024-03-25 06:59:00,Ônibus 8,Linha 303,-23.572135,-46.638124,32,42,6,1,Rapida
2024-03-22 20:49:00,Ônibus 30,Linha 505,-23.574515,-46.646167,35,25,20,1,Rapida
2024-03-16 21:06:00,Ônibus 4,Linha 202,-23.596085,-46.645033,18,51,21,0,Lenta
2024-03-17 00:40:00,Ônibus 25,Linha 202,-23.583222,-46.638032,2,23,0,0,Lenta
2024-03-01 11:19:00,Ônibus 10,Linha 101,-23.581626,-46.63769,39,59,11,1,Rapida
2024-03-08 22:28:00,Ônibus 9,Linha 404,-23.574181,-46.659565,38,42,22,1,Rapida
2024-03-05 00:56:00,Ônibus 30,Linha 101,-23.574168,-46.630021,26,17,0,0,Lenta
2024-03-06 07:57:00,Ônibus 12,Linha 505,-23.562803,-46.638105,1,61,7,0,Lenta
2024-03-25 00:10:00,Ônibus 6,Linha 303,-23.569174,-46.653085,19,23,0,0,Lenta
2024-03-13 03:07:00,Ônibus 20,Linha 202,-23.565458,-46.631281,5,14,3,0,Lenta
2024-03-06 03:26:00,Ônibus 15,Linha 101,-23.576039,-46.667637,37,74,3,1,Rapida
2024-03-17 04:23:00,Ônibus 20,Linha 404,-23.566033,-46.640203,9,89,4,0,Lenta
2024-03-05 08:11:00,Ônibus 15,Linha 101,-23.581598,-46.668425,25,83,8,0,Lenta
2024-03-23 19:40:00,Ônibus 21,Linha 404,-23.594496,-46.645412,3,51,19,0,Lenta
2024-03-27 15:02:00,Ônibus 28,Linha 303,-23.594467,-46.661082,30,14,15,1,Rapida
2024-03-15 10:27:00,Ônibus 17,Linha 303,-23.572169,-46.678723,31,53,10,1,Rapida
2024-03-16 12:46:00,Ônibus 22,Linha 505,-23.569402,-46.674126,8,49,12,0,Lenta
2024-03-15 01:05:00,Ônibus 19,Linha 404,-23.587684,-46.645109,27,12,1,0,Lenta
2024-03-05 03:51:00,Ônibus 28,Linha 303,-23.59944,-46.66052,33,11,3,1,Rapida
2024-03-21 12:05:00,Ônibus 26,Linha 303,-23.579208,-46.677105,30,73,12,1,Rapida
2024-03-23 06:25:00,Ônibus 11,Linha 202,-23.574985,-46.661616,16,79,6,0,Lenta
2024-03-16 17:55:00,Ônibus 8,Linha 202,-23.59113,-46.659373,32,56,17,1,Rapida
2024-03-14 20:53:00,Ônibus 8,Linha 101,-23.589187,-46.666368,32,61,20,1,Rapida
2024-03-05 07:59:00,Ônibus 19,Linha 505,-23.579087,-46.638639,34,21,7,1,Rapida
2024-03-13 03:56:00,Ônibus 25,Linha 303,-23.570919,-46.641755,4,78,3,0,Lenta
2024-03-23 03:43:00,Ônibus 14,Linha 101,-23.56769,-46.639189,15,30,3,0,Lenta
2024-03-08 12:26:00,Ônibus 21,Linha 202,-23.596342,-46.639905,4,53,12,0,Lenta
2024-03-15 12:44:00,Ônibus 5,Linha 202,-23.599473,-46.637276,40,54,12,1,Rapida
2024-03-17 13:48:00,Ônibus 10,Linha 505,-23.584397,-46.636505,35,49,13,1,Rapida
2024-03-17 08:19:00,Ônibus 7,Linha 404,-23.575642,-46.6566,18,37,8,0,Lenta
2024-03-17 12:33:00,Ônibus 28,Linha 404,-23.593086,-46.6322,6,42,12,0,Lenta
2024-03-01 11:20:00,Ônibus 28,Linha 404,-23.551059,-46.66032,9,39,11,0,Lenta
2024-03-01 18:54:00,Ônibus 6,Linha 303,-23.594858,-46.637376,4,14,18,0,Lenta
2024-03-19 10:45:00,Ônibus 6,Linha 505,-23.594499,-46.666992,5,72,10,0,Lenta
2024-03-03 15:58:00,Ônibus 13,Linha 101,-23.578951,-46.637063,7,67,15,0,Lenta
2024-03-07 12:41:00,Ônibus 13,Linha 404,-23.56357,-46.634748,0,14,12,0,Lenta
2024-03-22 07:34:00,Ônibus 10,Linha 404,-23.599498,-46.655596,3,69,7,0,Lenta
2024-03-06 13:57:00,Ônibus 29,Linha 404,-23.555924,-46.672117,33,57,13,1,Rapida
2024-03-15 08:52:00,Ônibus 30,Linha 505,-23.569194,-46.648662,5,13,8,0,Lenta
2024-03-20 02:57:00,Ônibus 12,Linha 505,-23.579296,-46.63681,0,52,2,0,Lenta
2024-03-11 01:58:00,Ônibus 17,Linha 505,-23.597385,-46.653848,12,73,1,0,Lenta
2024-03-01 05:08:00,Ônibus 13,Linha 101,-23.585004,-46.658248,1,40,5,0,Lenta
2024-03-31 04:19:00,Ônibus 7,Linha 404,-23.570454,-46.670208,37,18,4,1,Rapida
2024-03-10 18:38:00,Ônibus 11,Linha 505,-23.589731,-46.645658,29,11,18,0,Lenta
2024-03-15 19:13:00,Ônibus 16,Linha 202,-23.569746,-46.634969,21,56,19,0,Lenta
2024-03-26 13:28:00,Ônibus 21,Linha 404,-23.57433,-46.635064,36,75,13,1,Rapida
2024-03-06 13:08:00,Ônibus 28,Linha 202,-23.5652,-46.647878,27,41,13,0,Lenta
2024-03-11 18:11:00,Ônibus 9,Linha 101,-23.576588,-46.6657,11,39,18,0,Lenta
2024-03-14 19:27:00,Ônibus 24,Linha 303,-23.56065,-46.657365,26,15,19,0,Lenta
2024-03-30 11:12:00,Ônibus 6,Linha 303,-23.553454,-46.661104,39,21,11,1,Rapida
2024-03-30 00:55:00,Ônibus 18,Linha 303,-23.553087,-46.640778,7,56,0,0,Lenta
2024-03-05 15:24:00,Ônibus 16,Linha 202,-23.560875,-46.667186,8,81,15,0,Lenta
2024-03-13 14:03:00,Ônibus 26,Linha 505,-23.594234,-46.649208,12,26,14,0,Lenta
2024-03-24 08:20:00,Ônibus 27,Linha 505,-23.55411,-46.664037,15,77,8,0,Lenta
2024-03-14 20:41:00,Ônibus 27,Linha 101,-23.599021,-46.66676,2,57,20,0,Lenta
2024-03-10 18:44:00,Ônibus 28,Linha 505,-23.594099,-46.644432,35,67,18,1,Rapida
2024-03-21 09:35:00,Ônibus 26,Linha 404,-23.584309,-46.679455,39,78,9,1,Rapida
2024-03-21 01:01:00,Ônibus 29,Linha 404,-23.568139,-46.630889,8,72,1,0,Lenta
2024-03-19 00:38:00,Ônibus 8,Linha 101,-23.554591,-46.677354,24,30,0,0,Lenta
2024-03-08 04:28:00,Ônibus 25,Linha 202,-23.583025,-46.654293,30,62,4,1,Rapida
2024-03-13 07:56:00,Ônibus 17,Linha 404,-23.574113,-46.678819,8,46,7,0,Lenta
2024-03-17 16:08:00,Ônibus 22,Linha 101,-23.597016,-46.666861,33,55,16,1,Rapida
2024-03-19 07:17:00,Ônibus 26,Linha 303,-23.565338,-46.658366,7,61,7,0,Lenta
2024-03-01 20:02:00,Ônibus 26,Linha 404,-23.561523,-46.652859,1,68,20,0,Lenta
2024-03-17 15:56:00,Ônibus 9,Linha 404,-23.574823,-46.665865,12,73,15,0,Lenta
2024-03-26 07:47:00,Ônibus 20,Linha 505,-23.582995,-46.640253,10,31,7,0,Lenta
2024-03-19 08:23:00,Ônibus 2,Linha 202,-23.561064,-46.655197,5,68,8,0,Lenta
2024-03-19 04:20:00,Ônibus 27,Linha 505,-23.578445,-46.67843,17,65,4,0,Lenta
2024-03-17 19:01:00,Ônibus 16,Linha 404,-23.574255,-46.67867,16,20,19,0,Lenta
2024-03-16 08:35:00,Ônibus 24,Linha 202,-23.561965,-46.679782,26,53,8,0,Lenta
2024-03-22 20:18:00,Ônibus 30,Linha 404,-23.555663,-46.652774,38,89,20,1,Rapida
2024-03-29 20:56:00,Ônibus 7,Linha 505,-23.581967,-46.654316,1,78,20,0,Lenta
2024-03-18 18:25:00,Ônibus 16,Linha 101,-23.570383,-46.666302,40,85,18,1,Rapida
2024-03-15 08:27:00,Ônibus 10,Linha 101,-23.57633,-46.630968,4,47,8,0,Lenta
2024-03-18 21:59:00,Ônibus 2,Linha 303,-23.550595,-46.634989,11,84,21,0,Lenta
2024-03-28 17:04:00,Ônibus 30,Linha 303,-23.577399,-46.655646,22,31,17,0,Lenta
2024-03-12 00:44:00,Ônibus 3,Linha 101,-23.587676,-46.654027,38,48,0,1,Rapida
2024-03-16 16:38:00,Ônibus 15,Linha 404,-23.578879,-46.639449,39,73,16,1,Rapida
2024-03-05 17:44:00,Ônibus 9,Linha 505,-23.594996,-46.650512,26,90,17,0,Lenta
2024-03-15 23:07:00,Ônibus 10,Linha 303,-23.562906,-46.677938,27,15,23,0,Lenta
2024-03-13 09:40:00,Ônibus 3,Linha 202,-23.594315,-46.669755,32,75,9,1,Rapida
2024-03-12 09:57:00,Ônibus 25,Linha 101,-23.598438,-46.675399,33,35,9,1,Rapida
